cm^-1,Intensity
2659.892649,0.973
2664.586027,0.973
2669.279405,0.973
2673.972783,0.973
2678.666161,0.973
2683.359539,0.973
2688.052917,0.973
2692.746295,0.973
2697.439673,0.973
2702.133051,0.973
2706.826429,0.973
2711.519807,0.973
2716.213184,0.973
2720.906562,0.972
2725.59994,0.972
2730.293318,0.972
2734.986696,0.972
2739.680074,0.972
2744.373452,0.972
2749.06683,0.972
2753.760208,0.972
2758.453586,0.9722
2763.146964,0.973
2767.840342,0.973
2772.53372,0.973
2777.227098,0.973
2781.920476,0.973
2786.613854,0.973
2791.307232,0.9744
2796.00061,0.975
2800.693988,0.975
2805.387366,0.975
2810.080744,0.975
2814.774122,0.975
2819.4675,0.975
2824.160878,0.975
2828.854256,0.975
2833.547634,0.975
2838.241012,0.975
2842.93439,0.975
2847.627768,0.975
2852.321146,0.975
2857.014524,0.975
2861.707902,0.9747
2866.40128,0.973
2871.094658,0.973
2875.788036,0.973
2880.481414,0.973
2885.174792,0.973
2889.86817,0.973
2894.561548,0.973
2899.254926,0.973
2903.948304,0.9724
2908.641681,0.97
2913.335059,0.9694
2918.028437,0.9676
2922.721815,0.9549
2927.415193,0.9335
2932.108571,0.903
2936.801949,0.8715
2941.495327,0.8251
2946.188705,0.753
2950.882083,0.6844
2955.575461,0.6091
2960.268839,0.5727
2964.962217,0.5327
2969.655595,0.5235
2974.348973,0.5525
2979.042351,0.6258
2983.735729,0.748
2988.429107,0.6766
2993.122485,0.313
2997.815863,0.8415
3002.509241,0.6111
3007.202619,0.4786
3011.895997,0.395
3016.589375,0.4079
3021.282753,0.4277
3025.976131,0.4795
3030.669509,0.5018
3035.362887,0.6049
3040.056265,0.6314
3044.749643,0.6526
3049.443021,0.578
3054.136399,0.5792
3058.829777,0.6298
3063.523155,0.4935
3068.216533,0.5514
3072.909911,0.4821
3077.603289,0.3388
3082.296667,0.3256
3086.990045,0.4271
3091.683423,0.3757
3096.376801,0.3608
3101.070179,0.4868
3105.763556,0.6428
3110.456934,0.5609
3115.150312,0.4936
3119.84369,0.3649
3124.537068,0.3086
3129.230446,0.3058
3133.923824,0.421
3138.617202,0.303
3143.31058,0.4326
3148.003958,0.5098
3152.697336,0.4379
3157.390714,0.6024
3162.084092,0.6262
3166.77747,0.587
3171.470848,0.702
3176.164226,0.671
3180.857604,0.7204
3185.550982,0.7376
3190.24436,0.7531
3194.937738,0.7827
3199.631116,0.8089
3204.324494,0.8368
3209.017872,0.8497
3213.71125,0.8671
3218.404628,0.8937
3223.098006,0.9045
3227.791384,0.9173
3232.484762,0.9348
3237.17814,0.9425
3241.871518,0.9483
3246.564896,0.9538
3251.258274,0.957
3255.951652,0.9597
3260.64503,0.9622
3265.338408,0.9645
3270.031786,0.966
3274.725164,0.968
3279.418542,0.966
3284.11192,0.9653
3288.805298,0.9646
3293.498676,0.963
3298.192054,0.963
3302.885431,0.963
3307.578809,0.9634
3312.272187,0.965
3316.965565,0.966
3321.658943,0.966
3326.352321,0.966
3331.045699,0.966
3335.739077,0.966
3340.432455,0.966
3345.125833,0.966
3349.819211,0.9654
3354.512589,0.9647
3359.205967,0.963
3363.899345,0.963
3368.592723,0.963
3373.286101,0.963
3377.979479,0.963
3382.672857,0.963
3387.366235,0.963
3392.059613,0.963
3396.752991,0.963
3401.446369,0.963
3406.139747,0.963
3410.833125,0.965
3415.526503,0.965
3420.219881,0.965
3424.913259,0.9656
3429.606637,0.966
3434.300015,0.966
3438.993393,0.966
3443.686771,0.9671
3448.380149,0.968
3453.073527,0.9685
3457.766905,0.969
3462.460283,0.969
3467.153661,0.969
3471.847039,0.969
3476.540417,0.97
3481.233795,0.97
3485.927173,0.97
3490.620551,0.97
3495.313929,0.972
3500.007306,0.972
3504.700684,0.972
3509.394062,0.9725
3514.08744,0.973
3518.780818,0.973
3523.474196,0.973
3528.167574,0.9739
3532.860952,0.975
3537.55433,0.975
3542.247708,0.975
3546.941086,0.976
3551.634464,0.978
3556.327842,0.979
3561.02122,0.979
3565.714598,0.978
3570.407976,0.978
3575.101354,0.979
3579.794732,0.9819
3584.48811,0.979
3589.181488,0.978
3593.874866,0.979
3598.568244,0.9808
3603.261622,0.984
3607.955,0.9822
3612.648378,0.978
3617.341756,0.9819
3622.035134,0.9827
3626.728512,0.978
3631.42189,0.9767
3636.115268,0.9836
3640.808646,0.9842
3645.502024,0.979
3650.195402,0.976
3654.88878,0.9805
3659.582158,0.9853
3664.275536,0.9852
3668.968914,0.975
3673.662292,0.9801
3678.35567,0.9787
3683.049048,0.9696
3687.742426,0.9706
3692.435804,0.9774
3697.129181,0.9757
3701.822559,0.9734
3706.515937,0.9753
3711.209315,0.978
3715.902693,0.9799
3720.596071,0.984
3725.289449,0.9853
3729.982827,0.986
3734.676205,0.9847
3739.369583,0.981
3744.062961,0.979
3748.756339,0.978
3753.449717,0.976
3758.143095,0.976
3762.836473,0.9758
3767.529851,0.975
3772.223229,0.97
3776.916607,0.972
3781.609985,0.9782
3786.303363,0.979
3790.996741,0.9776
3795.690119,0.975
